timestamp,open,high,low,close,volume
1697817600000,26.8859,26.9128,26.8852,26.895,716.0
1697817660000,26.895,26.895,26.8622,26.8782,688.0
1697817720000,26.8782,26.8782,26.8172,26.8182,5086.0
1697817780000,26.8182,26.8525,26.818,26.8471,496.0
1697817840000,26.8471,26.8981,26.8471,26.8828,2005.0
1697817900000,26.8828,26.9115,26.8828,26.9081,1937.0
1697817960000,26.9081,26.9081,26.8597,26.8597,672.0
1697818020000,26.8597,26.8616,26.8322,26.8401,1283.0
1697818080000,26.8401,26.8425,26.8095,26.8095,608.0
1697818140000,26.8095,26.819,26.7602,26.7689,2663.0
1697818200000,26.7689,26.7856,26.755,26.7847,1568.0
1697818260000,26.7847,26.7847,26.7624,26.7624,408.0
1697818320000,26.7624,26.7636,26.7182,26.7362,2395.0
1697818380000,26.7362,26.7531,26.7362,26.7437,610.0
1697818440000,26.7437,26.7457,26.7175,26.7236,174.0
1697818500000,26.7236,26.753,26.7122,26.7517,3661.0
1697818560000,26.7517,26.7517,26.7253,26.7296,1566.0
1697818620000,26.7296,26.7556,26.7153,26.7275,4713.0
1697818680000,26.7275,26.7275,26.7,26.7275,2190.0
1697818740000,26.7275,26.7466,26.6612,26.7466,9203.0
1697818800000,26.7466,26.7466,26.7025,26.7254,2642.0
1697818860000,26.7254,26.7506,26.7182,26.7426,759.0
1697818920000,26.7426,26.7506,26.7282,26.7446,1435.0
1697818980000,26.7446,26.7446,26.7112,26.7112,740.0
1697819040000,26.7112,26.7436,26.7112,26.7372,1472.0
1697819100000,26.7372,26.7616,26.7322,26.7616,4562.0
1697819160000,26.7616,26.7616,26.7282,26.7383,340.0
1697819220000,26.7383,26.7496,26.7243,26.7443,453.0
1697819280000,26.7443,26.7506,26.7268,26.7305,1148.0
1697819340000,26.7305,26.7305,26.6862,26.6872,2192.0
1697819400000,26.6872,26.7104,26.6613,26.665,6536.0
1697819460000,26.665,26.7,26.6527,26.6742,5001.0
1697819520000,26.6742,26.7174,26.6682,26.6724,2707.0
1697819580000,26.6724,26.6724,26.5734,26.5904,12535.0
1697819640000,26.5904,26.6353,26.5904,26.6305,4754.0
1697819700000,26.6305,26.6353,26.5872,26.6074,5709.0
1697819760000,26.6074,26.6234,26.6002,26.6091,689.0
1697819820000,26.6091,26.6091,26.5922,26.5934,949.0
1697819880000,26.5934,26.6064,26.58,26.6064,2858.0
