timestamp,open,high,low,close,volume
1634400000000,159.5891,159.6338,159.508,159.508,73
1634400060000,159.508,159.5753,159.3394,159.3394,52
1634400120000,159.3394,159.4602,159.3097,159.4319,134
1634400180000,159.4319,159.6425,159.4191,159.6318,127
1634400240000,159.6318,159.6889,159.4297,159.4297,227
1634400300000,159.4297,159.4297,159.2122,159.2851,314
1634400360000,159.2851,159.4054,159.2513,159.2513,174
1634400420000,159.2513,159.6359,159.2513,159.6359,56
1634400480000,159.6359,159.6473,159.44,159.5142,57
1634400540000,159.5142,159.5895,159.4941,159.5311,140
1634400600000,159.5311,159.7235,159.473,159.7235,233
1634400660000,159.7235,159.7275,159.4868,159.5043,82
1634400720000,159.5043,159.5795,159.4574,159.5059,117
1634400780000,159.5059,159.6236,159.4878,159.5581,124
1634400840000,159.5581,159.5735,159.4777,159.5006,171
1634400900000,159.5006,159.6487,159.483,159.6297,110
1634400960000,159.6297,159.6505,159.5551,159.6374,114
1634401020000,159.6374,159.8093,159.6374,159.7369,155
1634401080000,159.7369,159.7672,159.6818,159.7233,160
1634401140000,159.7233,159.869,159.7233,159.83,162
1634401200000,159.83,159.9603,159.7823,159.9163,237
1634401260000,159.9163,160.0836,159.9163,160.0836,187
1634401320000,160.0836,160.1821,159.8727,159.8727,79
1634401380000,159.8727,159.8727,159.5765,159.6378,73
1634401440000,159.6378,159.6378,159.3174,159.4376,105
1634401500000,159.4376,159.4376,159.0755,159.0755,114
1634401560000,159.0755,159.0845,159.0042,159.0059,47
1634401620000,159.0059,159.261,158.8791,159.0669,65
1634401680000,159.0669,159.249,158.9974,159.1374,151
1634401740000,159.1374,159.1419,158.9356,159.0752,155
1634401800000,159.0086,159.1498,159.0086,159.0725,157
1634401860000,159.0725,159.2743,159.0725,159.2743,92
1634401920000,159.2743,159.4226,159.1045,159.1045,94
1634401980000,159.1045,159.2379,158.9926,159.1243,152
1634402040000,159.1243,159.4646,159.1209,159.4507,176
1634402100000,159.4507,159.4507,159.2852,159.3328,123
1634402160000,159.3328,159.4627,159.2755,159.4627,97
1634402220000,159.4627,159.5723,159.4376,159.4701,247
1634402280000,159.4701,159.7775,159.4701,159.5511,215
1634402340000,159.5511,159.6826,159.3736,159.4613,271
1634402400000,159.4613,159.757,159.4369,159.757,134
1634402460000,159.757,159.7695,159.6555,159.7511,116
1634402520000,159.7511,159.7711,159.6357,159.6412,160
1634402580000,159.6412,159.7558,159.6412,159.6465,119
1634402640000,159.6465,159.7757,159.6281,159.7238,143
1634402700000,159.7238,159.8684,159.6273,159.6597,99
1634402760000,159.6597,159.6597,159.4298,159.4298,127
1634402820000,159.4298,159.5381,159.3012,159.5381,261
1634402880000,159.5381,159.5593,159.3522,159.4081,179
1634402940000,159.4081,159.4162,159.1998,159.2624,184
1634403000000,159.2624,159.2877,159.1351,159.2166,137
1634403060000,159.2166,159.2983,159.1411,159.2872,140
1634403120000,159.2872,159.4747,159.2872,159.4547,193
1634403180000,159.4547,159.4632,159.2626,159.2972,179
1634403240000,159.2972,159.4997,159.242,159.4679,140
1634403300000,159.4679,159.69,159.4665,159.6752,156
1634403360000,159.6752,159.8576,159.6352,159.8001,139
1634403420000,159.8001,160.0291,159.8001,159.9116,91
1634403480000,159.9116,159.9884,159.8578,159.9361,178
1634403540000,159.9361,159.9697,159.8288,159.9193,152
1634403600000,159.9193,159.9296,159.5769,159.7308,132
1634403660000,159.7308,159.7308,159.4226,159.4318,94
1634403720000,159.4318,159.4868,159.3868,159.4129,63
1634403780000,159.4129,159.7891,159.4129,159.7848,35
