timestamp,open,high,low,close,volume
1671033600000,14.4824,14.5487,14.48,14.5391,4819
1671033660000,14.5391,14.6178,14.5263,14.5481,23651
1671033720000,14.5481,14.5499,14.5149,14.5291,6075
1671033780000,14.5291,14.5707,14.5149,14.5579,6746
1671033840000,14.5579,14.6318,14.5368,14.623,17631
1671033900000,14.623,14.7,14.623,14.6914,27301
1671033960000,14.6914,14.7566,14.6858,14.7104,19973
1671034020000,14.7104,14.7426,14.6804,14.6804,6497
1671034080000,14.6804,14.6986,14.6774,14.6807,2852
1671034140000,14.6807,14.6882,14.6625,14.6625,2330
1671034200000,14.6625,14.6866,14.6625,14.6774,5232
1671034260000,14.6774,14.6843,14.6474,14.6579,5617
1671034320000,14.6579,14.6588,14.6414,14.6514,4513
1671034380000,14.6514,14.6834,14.6491,14.6771,3062
1671034440000,14.6771,14.73,14.6771,14.7201,5058
1671034500000,14.7201,14.7213,14.6663,14.672,5398
1671034560000,14.672,14.6865,14.6717,14.6824,3297
1671034620000,14.6824,14.6825,14.6473,14.6704,1720
1671034680000,14.6704,14.6882,14.6691,14.6729,5010
1671034740000,14.6729,14.6729,14.6414,14.6489,3656
1671034800000,14.6489,14.6795,14.6446,14.6736,532
1671034860000,14.6736,14.72,14.6719,14.72,2318
1671034920000,14.72,14.7463,14.7171,14.7238,9405
1671034980000,14.7238,14.7275,14.6948,14.7065,1359
1671035040000,14.7065,14.73,14.685,14.7212,5031
1671035100000,14.7212,14.746,14.6928,14.746,11039
1671035160000,14.746,14.75,14.7278,14.7336,698
1671035220000,14.7336,14.75,14.7208,14.7398,5078
1671035280000,14.7398,14.7698,14.7333,14.7698,3380
1671035340000,14.7698,14.7718,14.7336,14.7527,6498
1671035400000,14.7527,14.8158,14.7527,14.806,9364
1671035460000,14.806,14.806,14.7586,14.7713,3867
1671035520000,14.7713,14.7955,14.7347,14.7359,2175
1671035580000,14.7359,14.7359,14.6687,14.6738,8487
1671035640000,14.6738,14.7107,14.6567,14.6905,6823
1671035700000,14.6905,14.6911,14.6437,14.6824,10081
1671035760000,14.6824,14.6857,14.6517,14.6686,5084
1671035820000,14.6686,14.68,14.666,14.6733,1013
1671035880000,14.6733,14.6916,14.6484,14.6513,6635
1671035940000,14.6513,14.6513,14.6027,14.6369,26743
1671036000000,14.6369,14.6581,14.6369,14.6546,1870
1671036060000,14.6546,14.6572,14.6162,14.6265,1583
1671036120000,14.6265,14.6573,14.6262,14.6424,985
1671036180000,14.6424,14.658,14.642,14.642,635
1671036240000,14.642,14.642,14.6068,14.6242,1485
1671036300000,14.6242,14.6362,14.6166,14.6167,2805
1671036360000,14.6167,14.6274,14.5869,14.6153,22446
1671036420000,14.6153,14.6326,14.6012,14.6326,6745
1671036480000,14.6326,14.6545,14.6261,14.6456,664
1671036540000,14.6456,14.6562,14.6142,14.6169,2836
1671036600000,14.6169,14.6493,14.6158,14.6472,1032
1671036660000,14.6472,14.6568,14.6298,14.6317,2125
1671036720000,14.6317,14.6353,14.6298,14.6318,470
1671036780000,14.6318,14.6318,14.62,14.629,435
1671036840000,14.629,14.6313,14.6242,14.6265,1127
1671036900000,14.6265,14.6491,14.6242,14.632,1971
1671036960000,14.632,14.6349,14.6052,14.6175,1228
1671037020000,14.6175,14.6261,14.6135,14.6248,461
1671037080000,14.6248,14.6358,14.6135,14.6296,526
1671037140000,14.6296,14.6465,14.6284,14.6457,815
1671037200000,14.6457,14.66,14.6444,14.648,1436
1671037260000,14.648,14.6515,14.6209,14.6346,1693
1671037320000,14.6346,14.6352,14.623,14.6273,305
1671037380000,14.6273,14.6284,14.6152,14.6243,3916
1671037440000,14.6243,14.6732,14.6243,14.673,3590
1671037500000,14.673,14.6867,14.6612,14.6794,4356
1671037560000,14.6794,14.684,14.6429,14.6429,3217
1671037620000,14.6429,14.6462,14.6316,14.6443,1014
1671037680000,14.6443,14.6538,14.6361,14.6476,601
1671037740000,14.6476,14.6583,14.6412,14.6583,1324
1671037800000,14.6583,14.6711,14.6478,14.6659,1435
1671037860000,14.6659,14.6714,14.6233,14.6233,773
1671037920000,14.6233,14.6233,14.6134,14.6199,678
1671037980000,14.6199,14.6199,14.6083,14.6087,552
1671038040000,14.6087,14.6123,14.6036,14.6085,348
1671038100000,14.6085,14.6104,14.6,14.6,557
1671038160000,14.6,14.6078,14.5751,14.6078,5784
1671038220000,14.6078,14.6196,14.5945,14.6003,2938
1671038280000,14.6003,14.6003,14.5935,14.5943,490
1671038340000,14.5943,14.5969,14.58,14.5864,840
1671038400000,14.5864,14.617,14.5809,14.6069,2206
1671038460000,14.6069,14.61,14.6026,14.6087,798
1671038520000,14.6087,14.6418,14.6083,14.6306,4597
1671038580000,14.6306,14.6493,14.6243,14.6243,2198
1671038640000,14.6243,14.6256,14.6151,14.6243,84
1671038700000,14.6243,14.6414,14.6223,14.6242,3443
1671038760000,14.6242,14.6336,14.6129,14.6336,1652
1671038820000,14.6336,14.6336,14.5998,14.6062,1970
1671038880000,14.6062,14.6076,14.5909,14.6,7425
1671038940000,14.6,14.6059,14.6,14.6058,6598
1671039000000,14.6058,14.6302,14.6058,14.6242,6539
1671039060000,14.6242,14.6742,14.6242,14.6656,9281
1671039120000,14.6656,14.6705,14.6488,14.6705,1965
1671039180000,14.6705,14.71,14.6702,14.7043,7526
1671039240000,14.7043,14.7065,14.6633,14.6682,3655
1671039300000,14.6682,14.6716,14.6554,14.6554,639
1671039360000,14.6554,14.6803,14.6506,14.68,4292
1671039420000,14.68,14.6892,14.675,14.6751,891
1671039480000,14.675,14.6813,14.6671,14.6798,643
1671039540000,14.6798,14.6986,14.6798,14.6929,352
1671039600000,14.6929,14.7026,14.6861,14.6932,2577
1671039660000,14.6932,14.6932,14.6842,14.6862,98
1671039720000,14.6862,14.6956,14.6862,14.6931,1263
1671039780000,14.6931,14.7174,14.6664,14.7144,674
1671039840000,14.7144,14.7353,14.6971,14.6993,2633
1671039900000,14.6993,14.6993,14.688,14.6914,228
1671039960000,14.6914,14.7099,14.6914,14.7021,231
1671040020000,14.7021,14.7369,14.6978,14.7281,4569
1671040080000,14.7281,14.738,14.7158,14.7359,1136
1671040140000,14.7359,14.7418,14.7253,14.7253,478
