timestamp,open,high,low,close,volume
1698940800000,40.0328,40.3412,39.6774,40.3411,50725
1698940860000,40.3411,40.3453,40.2136,40.2815,6338
1698940920000,40.2815,40.2932,40.0841,40.1007,8074
1698940980000,40.1007,40.3096,40.0921,40.2381,5563
1698941040000,40.2381,40.5645,40.2381,40.5386,11931
1698941100000,40.5386,40.5941,40.4629,40.5941,7648
1698941160000,40.5941,40.66,40.4889,40.5489,9564
1698941220000,40.5489,40.6646,40.5228,40.6614,6966
1698941280000,40.6614,40.81,40.6614,40.7997,10297
1698941340000,40.7997,40.85,40.7468,40.8384,5845
1698941400000,40.8384,40.8448,40.7037,40.7345,4223
1698941460000,40.7345,40.7707,40.6708,40.7217,2151
1698941520000,40.7217,40.7543,40.6739,40.6739,1168
1698941580000,40.6739,40.7345,40.6488,40.7223,4731
1698941640000,40.7223,40.8645,40.7223,40.7838,2805
1698941700000,40.7838,40.9619,40.7324,40.9264,4208
1698941760000,40.9264,40.9321,40.6332,40.6339,4406
1698941820000,40.6339,40.6746,40.5128,40.5688,7637
1698941880000,40.5688,40.6056,40.3749,40.3869,9820
1698941940000,40.3869,40.4617,40.316,40.3306,7899
1698942000000,40.3306,40.3306,40.0832,40.1187,19979
1698942060000,40.1187,40.2394,39.9341,40.2116,11278
1698942120000,40.2116,40.3861,40.2116,40.3546,7194
1698942180000,40.3546,40.4835,40.3256,40.4449,4170
1698942240000,40.4449,40.6246,40.4231,40.5057,5701
1698942300000,40.5057,40.5057,40.2291,40.3288,6911
1698942360000,40.3288,40.3288,40.0831,40.1691,13601
1698942420000,40.1691,40.2867,40.1211,40.1566,3486
1698942480000,40.1566,40.1991,40.0202,40.1761,4952
1698942540000,40.1761,40.1808,39.6548,39.723,12011
1698942600000,39.723,39.7398,39.32,39.3438,39841
1698942660000,39.3438,39.5775,39.1528,39.5674,32494
1698942720000,39.5674,39.8913,39.5594,39.861,16386
1698942780000,39.861,40.0997,39.7833,40.0984,12767
1698942840000,40.0984,40.1745,39.9642,40.1663,8231
1698942900000,40.1663,40.2495,39.9558,40.1211,12913
1698942960000,40.1211,40.3815,40.1142,40.2615,11042
1698943020000,40.2615,40.3096,40.2,40.2251,5474
1698943080000,40.2251,40.2624,40.1513,40.2321,4062
1698943140000,40.2321,40.2437,40.1441,40.2237,3152
1698943200000,40.2237,40.2237,40.0122,40.0252,5251
1698943260000,40.0252,40.0252,39.6515,39.7259,13823
1698943320000,39.7259,39.9497,39.6641,39.7153,6069
1698943380000,39.7153,39.9524,39.6862,39.8753,7766
1698943440000,39.8753,39.9172,39.7704,39.821,2988
1698943500000,39.821,39.9129,39.6105,39.9129,11354
1698943560000,39.9129,40.0858,39.8637,40.0046,8805
1698943620000,40.0046,40.0218,39.8502,39.8869,3722
1698943680000,39.8869,39.8869,39.5374,39.6196,12921
1698943740000,39.6196,39.6459,39.4329,39.4735,11215
1698943800000,39.4735,39.5563,39.3256,39.3646,6810
1698943860000,39.3646,39.7116,39.3207,39.6885,5223
1698943920000,39.6885,39.7857,39.5995,39.6997,5387
