timestamp,open,high,low,close,volume
1644163200000,112.9873,113.1912,112.9598,112.9598,1457
1644163260000,112.9598,112.9724,112.7611,112.8679,1379
1644163320000,112.8679,113.0982,112.5183,112.9793,606
1644163380000,112.9793,112.9793,112.6347,112.6609,698
1644163440000,112.6609,112.6906,112.5501,112.5706,837
1644163500000,112.5706,112.7384,112.5706,112.6287,836
1644163560000,112.6287,112.7223,112.5665,112.5665,1616
1644163620000,112.5665,112.6105,112.5026,112.523,1273
1644163680000,112.523,112.5584,112.5054,112.5142,638
1644163740000,112.5142,112.5277,112.4214,112.5128,701
1644163800000,112.5128,112.9488,112.5128,112.8727,1529
1644163860000,112.8727,112.9248,112.8111,112.8414,812
1644163920000,112.8414,112.8414,112.6248,112.7179,752
1644163980000,112.7179,112.7179,112.6376,112.6376,989
1644164040000,112.6376,112.8589,112.6376,112.7561,744
1644164100000,112.7561,112.9173,112.7186,112.9173,1147
1644164160000,112.9173,112.9306,112.877,112.9192,613
1644164220000,112.9192,112.9304,112.8282,112.8857,485
1644164280000,112.8857,113.0367,112.8734,113.0367,673
1644164340000,113.0367,113.0367,112.9192,112.965,392
1644164400000,112.965,113.0791,112.965,113.0791,646
1644164460000,113.0791,113.178,113.0337,113.1773,568
1644164520000,113.1773,113.2028,113.1272,113.1585,304
1644164580000,113.1585,113.2414,113.1362,113.2414,271
1644164640000,113.2414,113.3741,113.237,113.2543,255
1644164700000,113.2543,113.3517,113.232,113.3314,1131
1644164760000,113.3314,113.337,113.2549,113.309,979
1644164820000,113.309,113.3287,113.1796,113.2769,295
1644164880000,113.2769,113.2794,113.1682,113.1682,1107
1644164940000,113.1682,113.3207,113.1682,113.2793,991
1644165000000,113.2793,113.3524,113.2555,113.336,794
1644165060000,113.336,113.355,113.3206,113.3214,508
1644165120000,113.3214,113.3424,113.3165,113.3355,408
1644165180000,113.3355,113.552,113.3355,113.4899,219
1644165240000,113.4899,113.5488,113.4784,113.5256,855
1644165300000,113.5256,113.6796,113.5103,113.6348,1523
1644165360000,113.6348,113.771,113.6348,113.652,533
1644165420000,113.652,113.7235,113.4214,113.4214,595
1644165480000,113.4214,113.5508,113.3552,113.4986,1488
1644165540000,113.4986,113.5201,113.4161,113.4631,1396
1644165600000,113.4631,113.5858,113.4182,113.5823,953
1644165660000,113.5823,113.5823,113.4558,113.5116,1052
1644165720000,113.5116,113.5441,113.3765,113.4013,1072
1644165780000,113.4013,113.4013,113.3071,113.3303,594
1644165840000,113.3303,113.3303,112.9402,113.0948,1719
1644165900000,113.0948,113.3198,113.0672,113.2356,1185
1644165960000,113.2356,113.4144,113.2302,113.3701,1511
1644166020000,113.3701,113.3883,113.3039,113.3368,939
1644166080000,113.3368,113.4001,113.2778,113.3216,1509
1644166140000,113.3216,113.3394,113.2168,113.2866,1131
1644166200000,113.2866,113.4621,113.2768,113.3932,1568
1644166260000,113.3932,113.4245,113.2531,113.2531,1341
1644166320000,113.2531,113.3633,113.2531,113.3431,565
1644166380000,113.3431,113.3997,113.3431,113.3795,1313
1644166440000,113.3795,113.5865,113.3795,113.5425,1583
1644166500000,113.5425,113.6345,113.5425,113.634,889
1644166560000,113.634,113.7496,113.5969,113.7496,1036
1644166620000,113.7496,113.7496,113.6302,113.6302,1218
1644166680000,113.6302,113.6887,113.6009,113.6621,1104
1644166740000,113.6621,113.6902,113.5985,113.629,1376
1644166800000,113.629,113.6874,113.4739,113.5542,887
1644166860000,113.5542,113.6156,113.538,113.5498,992
1644166920000,113.5498,113.6109,113.5141,113.547,1069
1644166980000,113.547,113.5521,113.4644,113.5466,1310
1644167040000,113.5466,113.6048,113.5307,113.5951,1552
1644167100000,113.5951,113.5951,113.4215,113.432,490
1644167160000,113.432,113.5781,113.3707,113.5193,526
1644167220000,113.5193,113.5577,113.4022,113.5258,1629
1644167280000,113.5258,113.6949,113.5258,113.6375,1170
1644167340000,113.6375,113.8185,113.6375,113.8185,683
1644167400000,113.8185,113.9248,113.7817,113.8982,1010
1644167460000,113.8982,114.0272,113.8982,114.0272,1742
1644167520000,114.0272,114.0272,113.9202,113.9711,1823
1644167580000,113.9711,114.0288,113.84,113.84,1514
1644167640000,113.84,113.8831,113.6647,113.6917,772
1644167700000,113.6917,113.8997,113.6604,113.8479,1479
1644167760000,113.8479,113.972,113.8479,113.919,660
1644167820000,113.919,113.9308,113.7522,113.8801,1012
1644167880000,113.8801,113.9479,113.8783,113.9026,496
1644167940000,113.9026,113.916,113.8105,113.8732,826
1644168000000,113.8732,113.9588,113.8535,113.9495,1358
1644168060000,113.9495,113.9978,113.9384,113.9494,1391
1644168120000,113.9494,114.0125,113.9401,114.0076,1285
1644168180000,114.0076,114.2355,114.0076,114.1508,1487
1644168240000,114.1508,114.4054,114.1508,114.3924,952
1644168300000,114.3924,114.4706,114.1954,114.1998,753
1644168360000,114.1998,114.1998,114.034,114.1288,1425
1644168420000,114.1288,114.2454,114.0904,114.2443,637
1644168480000,114.2443,114.2443,114.1424,114.2015,471
1644168540000,114.2015,114.2229,114.1635,114.2229,1280
1644168600000,114.2229,114.2786,114.1307,114.1908,335
1644168660000,114.1908,114.202,114.1384,114.1414,904
1644168720000,114.1414,114.1798,114.1199,114.1798,1184
1644168780000,114.1798,114.1943,114.1562,114.1813,731
1644168840000,114.1813,114.1899,113.9731,113.9731,1075
1644168900000,113.9731,114.0669,113.896,114.0189,627
1644168960000,114.0189,114.0722,113.9667,113.9667,1134
1644169020000,113.9667,114.1146,113.9667,114.0672,984
1644169080000,114.0672,114.1058,113.9789,114.0171,772
1644169140000,114.0171,114.0614,113.9631,113.9631,861
1644169200000,113.9631,114.0771,113.961,114.0771,457
1644169260000,114.0771,114.1964,113.7963,113.8181,1180
1644169320000,113.8181,113.8584,113.7433,113.8465,1390
1644169380000,113.8465,113.8465,113.3824,113.6313,1540
1644169440000,113.6313,113.7409,113.5275,113.5826,1302
1644169500000,113.5826,113.76,113.5826,113.7255,1091
1644169560000,113.7255,113.8165,113.6305,113.6421,947
1644169620000,113.6421,113.7221,113.597,113.6653,1426
